Key 0,Key 1,Key 2,Key 3,Key 4,Key,Done,en,de,it,ru,es,fr,pt,pl,cs,th,hu
Player,Deck Divider,Deck 4,,,Player/Deck Divider/Deck 4,TRUE,Deck 4,Deck 4,Mazzo 4,Колода 4,Mazo 4,Deck 4,Deck 4,Talia 4,Balíček 4,เด็ค 4,4. Pakli
Player,Deck Divider,Side Deck,,,Player/Deck Divider/Side Deck,TRUE,Side Deck,,,,,Réserve,,Talia boczna,Boční balíček,ไซด์เด็ค,Mellékpakli
Player,Multi-Class,2 Classes,,,Player/Multi-Class/2 Classes,TRUE,2 Classes,2 Klassen,2 Classi,2 класса,2 Clases,2 Classes,2 Classes,2 Klasy,2 třídy,2 คลาส,2 osztályú
Player,Multi-Class,3 Classes,,,Player/Multi-Class/3 Classes,TRUE,3 Classes,3 Klassen,3 Classi,3 класса,3 Clases,3 Classes,3 Classes,3 Klasy,3 třídy,3 คลาส,3 osztályú
Player,Slot Requirement,1 Arcane Slot,,,Player/Slot Requirement/1 Arcane Slot,TRUE,1 Arcane Slot,1 arkaner Slot,1 Slot Arcano,,,1 Emplacement d'Arcane,,1 strefa mistyczna,1 tajemné místo,ช่องเครื่องประดับ 1 ช่อง,1 Mágikus férőhely
Player,Slot Requirement,1 Hand Slot,,,Player/Slot Requirement/1 Hand Slot,TRUE,1 Hand Slot,1 Handslot,1 Slot Mano,,,1 Emplacement de Main,,1 strefa rak,1 místo v ruce,ช่องมือ 1 ช่อง,1 Kéz férőhely
Player,Slot Requirement,2 Arcane Slots,,,Player/Slot Requirement/2 Arcane Slots,TRUE,2 Arcane Slots,2 arkane Slot,2 Slot Arcano,,,2 Emplacements d'Arcane,,2 strefy mistyczne,2 tajemná místa,ช่องเวทมนตร์ 2 ช่อง,2 Mágikus férőhely
Player,Slot Requirement,2 Hand Slots,,,Player/Slot Requirement/2 Hand Slots,TRUE,2 Hand Slots,2 Handslots,2 Slot Mano,,,2 Emplacements de Main,,2 strefy rak,2 místa v ruce,ช่องมือ 2 ช่อง,2 Kéz férőhely
Player,Slot Requirement,Accessory Slot,,,Player/Slot Requirement/Accessory Slot,TRUE,Accessory Slot,1 Zubehörslot,Slot Accessori,,,Emplacement d'Accessoire,,strefa drobiazgu,Místo pro doplňky,ช่องเครื่องประดับ,Tartozék férőhely
Player,Slot Requirement,Ally Slot,,,Player/Slot Requirement/Ally Slot,TRUE,Ally Slot,1 Verbündeter-Slot,Slot Alleato,,,Emplacement d'Allié,,strefa sprzymierzenca,Místo pro spojence,ช่องพรรคพวก,Társ férőhely
Player,Slot Requirement,Body Slot,,,Player/Slot Requirement/Body Slot,TRUE,Body Slot,1 Körperslot,Slot Corpo,,,Emplacement de Corps,,strefa ciala,Místo na těle,ช่องลำตัว,Test férőhely
Player,Slot Requirement,Other,,,Player/Slot Requirement/Other,TRUE,Other,,Altro,,,Autre Emplacement,,inne,Ostatní,อื่นๆ,Egyéb
Player,Slot Requirement,Tarot Slot,,,Player/Slot Requirement/Tarot Slot,TRUE,Tarot Slot,1 Tarotslot,Slot Tarocco,,,Emplacement de Tarot,,,Tarotový slot,ช่องทาโรต์,Tarot férőhely
Product,Core,Core Set,,,Product/Core/Core Set,,Core Set,,,,,,,,,,
Product,Core,Core Set 2026,,,Product/Core/Core Set 2026,,Core Set 2026,,,,,,,,,,
Product,Core,Revised Core Set,,,Product/Core/Revised Core Set,,Revised Core Set,,,,,,,,,,
Product,Type,Campaign Expansion,,,Product/Type/Campaign Expansion,,Campaign Expansion,,,,,,,,,,
Product,Type,Deckbuilding Expansion,,,Product/Type/Deckbuilding Expansion,,Deckbuilding Expansion,,,,,,,,,,
Product,Type,Investigator Deck,,,Product/Type/Investigator Deck,,Investigator Deck,,,,,,,,,,
Product,Type,Investigator Expansion,,,Product/Type/Investigator Expansion,,Investigator Expansion,,,,,,,,,,
Product,Type,Investigator Starter Deck,,,Product/Type/Investigator Starter Deck,,Investigator Starter Deck,,,,,,,,,,
Product,Type,Small Campaign Expansion,,,Product/Type/Small Campaign Expansion,,Small Campaign Expansion,,,,,,,,,,
Standalone Scenario,Barkham Horror,The Meddling of Meowlathotep,,,Standalone Scenario/Barkham Horror/The Meddling of Meowlathotep,TRUE,The Meddling of Meowlathotep,Die Verstrickung des Miaulathotep,,Козни Мяулапхотепа,La Intromisión de Miaulathotep,La Cabale de Myalarthotep,,,,,
Standalone Scenario,Curse of the Rougarou,The Bayou,,,Standalone Scenario/Curse of the Rougarou/The Bayou,TRUE,The Bayou,Der Bayou,,Байу,El Bayou,Le Bayou,,,,,A mocsár
Standalone Scenario,Film Fatale,Abominable Contessa,,,Standalone Scenario/Film Fatale/Abominable Contessa,TRUE,Abominable Contessa,,,,,Abominable Contessa,,,,,
Standalone Scenario,Film Fatale,Cosmic Journey,,,Standalone Scenario/Film Fatale/Cosmic Journey,TRUE,Cosmic Journey,,,,,Voyage Cosmique,,,,,
Standalone Scenario,Film Fatale,Film Fatale,,,Standalone Scenario/Film Fatale/Film Fatale,TRUE,Film Fatale,,,,,Film Fatal,,,,,
Standalone Scenario,Film Fatale,Forgotten Island,,,Standalone Scenario/Film Fatale/Forgotten Island,TRUE,Forgotten Island,,,,,Île Oubliée,,,,,
Standalone Scenario,Fortune and Folly,Fortune and Folly,,,Standalone Scenario/Fortune and Folly/Fortune and Folly,TRUE,Fortune and Folly,Glück und Torheit,,,Fortuna e Insensatez,Fortune et Folie,,,,,
Standalone Scenario,Fortune and Folly,Fortune's Chosen,,,Standalone Scenario/Fortune and Folly/Fortune's Chosen,TRUE,Fortune's Chosen,Auserwählte des Glücks,,,Los Elegidos de la Fortuna,Élus de la Fortune,,,,,
Standalone Scenario,Fortune and Folly,Plan in Shambles,,,Standalone Scenario/Fortune and Folly/Plan in Shambles,TRUE,Plan in Shambles,So viel zum Plan,,,Plan al Garete,Plans Chamboulés,,,,,
Standalone Scenario,Guardians of the Abyss,Abyssal Gifts,,,Standalone Scenario/Guardians of the Abyss/Abyssal Gifts,TRUE,Abyssal Gifts,Gaben des Abgrunds,,Дары Бездны,Regalos Abisales,Cadeaux de l'Abîme,,,Dary propasti,,
Standalone Scenario,Guardians of the Abyss,Abyssal Tribute,,,Standalone Scenario/Guardians of the Abyss/Abyssal Tribute,TRUE,Abyssal Tribute,Tribut für den Abrund,,Награда Бездны,Tributo Abisal,Tributs de l'Abîme,,,Pocty propasti,,
Standalone Scenario,Guardians of the Abyss,Brotherhood of the Beast,,,Standalone Scenario/Guardians of the Abyss/Brotherhood of the Beast,TRUE,Brotherhood of the Beast,Bruderschaft der Bestie,,Братство Зверя,La Hermandad de la Bestia,Fraternité de la Bête,,,Bratrstvo Šelmy,,
Standalone Scenario,Guardians of the Abyss,Sands of Egypt,,,Standalone Scenario/Guardians of the Abyss/Sands of Egypt,TRUE,Sands of Egypt,Ägyptischer Sand,,Пески Египта,Arenas de Egipto,Sables d'Egypte,,,Egyptské písky,,
Standalone Scenario,Guardians of the Abyss,The Eternal Slumber,,,Standalone Scenario/Guardians of the Abyss/The Eternal Slumber,TRUE,The Eternal Slumber,Der ewige Schlaf,,Беспробудный сон,El Letargo Eterno,Eternelle Torpeur,,,Věčný spánek,,
Standalone Scenario,Guardians of the Abyss,The Night's Usurper,,,Standalone Scenario/Guardians of the Abyss/The Night's Usurper,TRUE,The Night's Usurper,Usurpator der Nacht,,Узурпатор ночи,El Usurpador de la Noche,L'Usurpateur de la Nuit,,,Noc uchvatitele,,
Standalone Scenario,Machinations Through Time,Epic Multiplayer,,,Standalone Scenario/Machinations Through Time/Epic Multiplayer,TRUE,Epic Multiplayer,Epischer Mehrspielermodus,,,Multijugador Épico,Multijoueur Épique,Multijogador Épico,,,,
Standalone Scenario,Machinations Through Time,Single Group,,,Standalone Scenario/Machinations Through Time/Single Group,TRUE,Single Group,Einzelspielermodus,,,Grupo Único,Groupe Unique,Grupo Único,,,,
Standalone Scenario,Murder at the Excelsior Hotel,Alien Interference,,,Standalone Scenario/Murder at the Excelsior Hotel/Alien Interference,TRUE,Alien Interference,Außerirdische Einmischung,,Инопланетное вмешательство,Interferencia Alienígena,Ingérence Extraterrestre,,,Zásah vetřelců,,
Standalone Scenario,Murder at the Excelsior Hotel,Dark Rituals,,,Standalone Scenario/Murder at the Excelsior Hotel/Dark Rituals,TRUE,Dark Rituals,Dunkle Rituale,,Тёмные ритуалы,Rituales Oscuros,Rituels,,,Temný rituál,,
Standalone Scenario,Murder at the Excelsior Hotel,Excelsior Management,,,Standalone Scenario/Murder at the Excelsior Hotel/Excelsior Management,TRUE,Excelsior Management,Excelsior-Management,,Сотрудники отеля,Dirección del Excelsior,Equipe de l'Excelsior,,,Vedení hotelu Excelsior,,
Standalone Scenario,Murder at the Excelsior Hotel,Sins of the Past,,,Standalone Scenario/Murder at the Excelsior Hotel/Sins of the Past,TRUE,Sins of the Past,Sünden der Vergangenheit,,Грехи прошлого,Pecados del Pasado,Péchés du Passé,,,Hříchy z minulosti,,
Standalone Scenario,Murder at the Excelsior Hotel,Vile Experiments,,,Standalone Scenario/Murder at the Excelsior Hotel/Vile Experiments,TRUE,Vile Experiments,Abscheuliche Experimente,,Жестокие эксперименты,Experimentos Viles,Expériences Atroces,,,Ohavný experiment,,
Standalone Scenario,The Blob That Ate Everything,Epic Multiplayer,,,Standalone Scenario/The Blob That Ate Everything/Epic Multiplayer,TRUE,Epic Multiplayer,Epischer Mehrspielermodus,,,Multijugador Épico,Multijoueur Épique,,,Epický multiplayer,,
Standalone Scenario,The Blob That Ate Everything,Mi-Go Incursion,,,Standalone Scenario/The Blob That Ate Everything/Mi-Go Incursion,TRUE,Mi-Go Incursion,Mi-Go Ansturm,,,Incursión Mi-Go,Invation Mi-Go,,,Invaze Mi-Go,,
Standalone Scenario,The Blob That Ate Everything,Single Group,,,Standalone Scenario/The Blob That Ate Everything/Single Group,TRUE,Single Group,Einzelspielermodus,,,Grupo Único,Groupe Unique,,,Jedna skupina,,
Standalone Scenario,The Blob That Ate Everything Else,Mi-Go Incursion II,,,Standalone Scenario/The Blob That Ate Everything Else/Mi-Go Incursion II,TRUE,Mi-Go Incursion II,Mi-Go Ansturm II,,,Incursión Mi-Go II,Incursion Mi-Go II,,,Invaze Mi-Go II,,
Standalone Scenario,The Blob That Ate Everything Else,The Blob That Ate Everything Else,,,Standalone Scenario/The Blob That Ate Everything Else/The Blob That Ate Everything Else,TRUE,The Blob That Ate Everything Else,,,,La masa que devoraba todo ¡LO DEMÁS!,Le Dévoreur de Toute Chose... et du RESTE,,,"Sliz, co všechno zhltne",,
Standalone Scenario,The Labyrinths of Lunacy,Epic Multiplayer,,,Standalone Scenario/The Labyrinths of Lunacy/Epic Multiplayer,TRUE,Epic Multiplayer,Epischer Mehrspielermodus,,,Multijugador Épico,Multijoueur Épique,,,,,
Standalone Scenario,The Labyrinths of Lunacy,Single Group,,,Standalone Scenario/The Labyrinths of Lunacy/Single Group,TRUE,Single Group,Einzelspielermodus,,,Grupo Único,Groupe Unique,,,,,
Standalone Scenario,The Midwinter Gala,The Midwinter Gala,,,Standalone Scenario/The Midwinter Gala/The Midwinter Gala,TRUE,The Midwinter Gala,Die Mittwinter-Gala,,,La gala del ecuador del invierno,Gala au Cœur de l'Hiver,,,,,
Standalone Scenario,War of the Outer Gods,Children of Paradise,,,Standalone Scenario/War of the Outer Gods/Children of Paradise,TRUE,Children of Paradise,Kinder des Paradieses,,Дети Рая,Hijos del Paraíso,Les Enfants du Paradis,,,,,
Standalone Scenario,War of the Outer Gods,Death of Stars,,,Standalone Scenario/War of the Outer Gods/Death of Stars,TRUE,Death of Stars,Der Tod der Sterne,,Смерть звёзд,Muerte de las Estrellas,La Mort des Étoiles,,,,,
Standalone Scenario,War of the Outer Gods,Swarm of Assimilation,,,Standalone Scenario/War of the Outer Gods/Swarm of Assimilation,TRUE,Swarm of Assimilation,Assimilierender Schwarm,,Поглощающий рой,Enjambre de Asimilación,La Nuée de l'Assimilation,,,,,
Standalone Scenario Name,Barkham Horror,,,,Standalone Scenario Name/Barkham Horror,TRUE,Barkham Horror,Barkham Horror,,Ужас Гавкхэма,Barkham Horror,Horreur à Warkham,,,,,
Standalone Scenario Name,Carnevale of Horrors,,,,Standalone Scenario Name/Carnevale of Horrors,TRUE,Carnevale of Horrors,Karneval des Schreckens,Il Carnevale degli Orrori,Карнавал ужасов,Carnevale de Horrores,Le Carnaval des Horreurs,,,Karneval hrůzy,,Borzalmak karneválja
Standalone Scenario Name,Curse of the Rougarou,,,,Standalone Scenario Name/Curse of the Rougarou,TRUE,Curse of the Rougarou,Der Fluch des Rougarou,La Maledizione del Rougarou,Проклятие Ругару,Maldición del Rougarou,La Malédiction du Rougarou,,,,,A vérfarkas átka
Standalone Scenario Name,Film Fatale,,,,Standalone Scenario Name/Film Fatale,TRUE,Film Fatale,,,,,Film Fatal,,,,,
Standalone Scenario Name,Fortune and Folly,,,,Standalone Scenario Name/Fortune and Folly,TRUE,Fortune and Folly,Glück und Torheit,,,Fortuna e Insensatez,Fortune et Folie,,,,,
Standalone Scenario Name,Guardians of the Abyss,,,,Standalone Scenario Name/Guardians of the Abyss,TRUE,Guardians of the Abyss,Wächter des Abgrunds,I Guardiani dell'Abisso,Стражи бездны,Guardianes del Abismo,Les Gardiens de L'Abysse,,,Strážci propasti Abbys,,
Standalone Scenario Name,Machinations Through Time,,,,Standalone Scenario Name/Machinations Through Time,TRUE,Machinations Through Time,Machenschaften in der Zeit,Macchinazioni Temporali,,Maquinaciones por el tiempo,Machinations au Fil du Temps,Maquinações Através do Tempo,,,,
Standalone Scenario Name,Murder at the Excelsior Hotel,,,,Standalone Scenario Name/Murder at the Excelsior Hotel,TRUE,Murder at the Excelsior Hotel,Mord im Excelsior-Hotel,Omicidio all'Hotel Excelsior,Убийство в отеле «Эксельсиор»,Asesinato en el hotel Excelsior,Meurtre à l'Hôtel Excelsior,,,Vražda v hotelu Excelsior,,
Standalone Scenario Name,The Blob That Ate Everything,,,,Standalone Scenario Name/The Blob That Ate Everything,TRUE,The Blob That Ate Everything,"Der Blob, der alles fraß",La Melma che Divorò Ogni Cosa,,La Masa que lo devoraba todo,Le Dévoreur de Toute Chose,,,"Sliz, co všechno zhltne",,
Standalone Scenario Name,The Blob That Ate Everything ELSE!,,,,Standalone Scenario Name/The Blob That Ate Everything ELSE!,TRUE,The Blob That Ate Everything ELSE!,,,,La masa que devoraba todo ¡LO DEMÁS!,Le Dévoreur de Toute Chose... et du RESTE,,,,,
Standalone Scenario Name,The Labyrinths of Lunacy,,,,Standalone Scenario Name/The Labyrinths of Lunacy,TRUE,The Labyrinths of Lunacy,Die Labyrinthe des Irrsinns,I Labirinti della Follia,Лабиринты безумия,Los laberintos de la demencia,Les Labyrinthes de la Folie,,,,,
Standalone Scenario Name,The Midwinter Gala,,,,Standalone Scenario Name/The Midwinter Gala,TRUE,The Midwinter Gala,Die Mittwinter-Gala,,,La gala del ecuador del invierno,Gala au Cœur de l'Hiver,,,,,
Standalone Scenario Name,War of the Outer Gods,,,,Standalone Scenario Name/War of the Outer Gods,TRUE,War of the Outer Gods,Krieg der Äußeren Götter,La Guerra degli Dei Esterni,Война внешних богов,Guerra de los Dioses Exteriores,La Guerre des Dieux Extérieurs,,,,,
